	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV
new_taxa..1...i..1.7..184	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	ASV_186
new_taxa..1...i..1.7..185	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_187
new_taxa..1...i..1.7..186	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	ASV_188
new_taxa..1...i..1.7..187	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_189
new_taxa..1...i..1.7..188	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_190
new_taxa..1...i..1.7..189	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA	ASV_191
new_taxa..1...i..1.7..190	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	NA	ASV_192
new_taxa..1...i..1.7..191	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA	ASV_193
new_taxa..1...i..1.7..192	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_194
new_taxa..1...i..1.7..193	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Anaerovibrio	NA	ASV_195
new_taxa..1...i..1.7..194	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_196
new_taxa..1...i..1.7..195	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	ASV_197
new_taxa..1...i..1.7..196	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	ASV_198
new_taxa..1...i..1.7..197	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_199
new_taxa..1...i..1.7..198	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	ASV_200
new_taxa..1...i..1.7..199	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_201
new_taxa..1...i..1.7..200	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_202
new_taxa..1...i..1.7..201	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_203
new_taxa..1...i..1.7..202	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_204
new_taxa..1...i..1.7..203	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	ASV_205
new_taxa..1...i..1.7..204	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_206
new_taxa..1...i..1.7..205	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_207
new_taxa..1...i..1.7..206	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_208
new_taxa..1...i..1.7..207	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_209
new_taxa..1...i..1.7..208	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_210
new_taxa..1...i..1.7..209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	ASV_211
new_taxa..1...i..1.7..210	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA	ASV_212
new_taxa..1...i..1.7..211	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_213
new_taxa..1...i..1.7..212	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA	ASV_214
new_taxa..1...i..1.7..213	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_215
new_taxa..1...i..1.7..214	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_216
new_taxa..1...i..1.7..215	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	NA	ASV_217
new_taxa..1...i..1.7..216	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA	ASV_218
new_taxa..1...i..1.7..217	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	ASV_219
new_taxa..1...i..1.7..218	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	NA	ASV_220
new_taxa..1...i..1.7..219	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_221
new_taxa..1...i..1.7..220	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	ASV_222
new_taxa..1...i..1.7..221	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA	ASV_223
new_taxa..1...i..1.7..222	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_224
new_taxa..1...i..1.7..223	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_225
new_taxa..1...i..1.7..224	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ruminantium group	NA	ASV_226
new_taxa..1...i..1.7..225	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_227
new_taxa..1...i..1.7..226	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	ASV_228
new_taxa..1...i..1.7..227	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_229
new_taxa..1...i..1.7..228	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_230
new_taxa..1...i..1.7..229	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA	ASV_231
new_taxa..1...i..1.7..230	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_232
new_taxa..1...i..1.7..231	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_233
new_taxa..1...i..1.7..232	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_234
new_taxa..1...i..1.7..233	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	ASV_235
new_taxa..1...i..1.7..234	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_236
new_taxa..1...i..1.7..235	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_237
new_taxa..1...i..1.7..236	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Bacteroides] pectinophilus group	NA	ASV_238
new_taxa..1...i..1.7..237	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_239
new_taxa..1...i..1.7..238	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA	ASV_240
new_taxa..1...i..1.7..239	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_241
new_taxa..1...i..1.7..240	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_242
new_taxa..1...i..1.7..241	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_243
new_taxa..1...i..1.7..242	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	NA	ASV_244
new_taxa..1...i..1.7..243	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	ASV_245
new_taxa..1...i..1.7..244	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_246
new_taxa..1...i..1.7..245	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_247
new_taxa..1...i..1.7..246	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	ASV_248
new_taxa..1...i..1.7..247	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_249
new_taxa..1...i..1.7..248	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_250
new_taxa..1...i..1.7..249	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_251
new_taxa..1...i..1.7..250	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_252
new_taxa..1...i..1.7..251	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	finegoldii	ASV_253
new_taxa..1...i..1.7..252	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_254
new_taxa..1...i..1.7..253	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_255
new_taxa..1...i..1.7..254	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_256
new_taxa..1...i..1.7..255	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	ASV_257
new_taxa..1...i..1.7..256	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_258
new_taxa..1...i..1.7..257	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_259
new_taxa..1...i..1.7..258	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_260
new_taxa..1...i..1.7..259	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_261
new_taxa..1...i..1.7..260	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_262
new_taxa..1...i..1.7..261	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	NA	ASV_263
new_taxa..1...i..1.7..262	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	NA	ASV_264
new_taxa..1...i..1.7..263	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_265
new_taxa..1...i..1.7..264	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_266
new_taxa..1...i..1.7..265	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_267
new_taxa..1...i..1.7..266	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_268
new_taxa..1...i..1.7..267	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_270
new_taxa..1...i..1.7..268	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_271
new_taxa..1...i..1.7..269	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_272
new_taxa..1...i..1.7..270	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	NA	ASV_273
new_taxa..1...i..1.7..271	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_274
new_taxa..1...i..1.7..272	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_275
new_taxa..1...i..1.7..273	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	NA	ASV_276
new_taxa..1...i..1.7..274	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	alcalifaciens	ASV_277
new_taxa..1...i..1.7..275	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_278
new_taxa..1...i..1.7..276	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_279
new_taxa..1...i..1.7..277	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	NA	ASV_280
new_taxa..1...i..1.7..278	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA	ASV_281
new_taxa..1...i..1.7..279	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA	ASV_282
new_taxa..1...i..1.7..280	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	aeruginosa	ASV_283
new_taxa..1...i..1.7..281	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA	ASV_284
new_taxa..1...i..1.7..282	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	ASV_286
new_taxa..1...i..1.7..283	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	ASV_287
new_taxa..1...i..1.7..284	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	NA	ASV_288
new_taxa..1...i..1.7..285	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_289
new_taxa..1...i..1.7..286	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_290
new_taxa..1...i..1.7..287	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_291
new_taxa..1...i..1.7..288	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	moatsii	ASV_292
new_taxa..1...i..1.7..289	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	ASV_293
new_taxa..1...i..1.7..290	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_294
new_taxa..1...i..1.7..291	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_295
new_taxa..1...i..1.7..292	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	ASV_296
new_taxa..1...i..1.7..293	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_297
new_taxa..1...i..1.7..294	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_298
new_taxa..1...i..1.7..295	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA	ASV_299
new_taxa..1...i..1.7..296	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_300
new_taxa..1...i..1.7..297	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	ASV_301
new_taxa..1...i..1.7..298	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_302
new_taxa..1...i..1.7..299	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA	ASV_303
new_taxa..1...i..1.7..300	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	ASV_304
new_taxa..1...i..1.7..301	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	ASV_305
new_taxa..1...i..1.7..302	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_306
new_taxa..1...i..1.7..303	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	ASV_307
new_taxa..1...i..1.7..304	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA	ASV_308
new_taxa..1...i..1.7..305	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	ASV_309
new_taxa..1...i..1.7..306	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_310
new_taxa..1...i..1.7..307	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	ASV_311
new_taxa..1...i..1.7..308	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_312
new_taxa..1...i..1.7..309	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_313
new_taxa..1...i..1.7..310	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Anaerovibrio	NA	ASV_314
new_taxa..1...i..1.7..311	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_315
new_taxa..1...i..1.7..312	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA	ASV_316
new_taxa..1...i..1.7..313	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_317
new_taxa..1...i..1.7..314	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_318
new_taxa..1...i..1.7..315	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	NA	ASV_319
new_taxa..1...i..1.7..316	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA	ASV_320
new_taxa..1...i..1.7..317	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	bacterium	ASV_321
new_taxa..1...i..1.7..318	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA	ASV_322
new_taxa..1...i..1.7..319	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	ASV_323
new_taxa..1...i..1.7..320	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	ASV_324
new_taxa..1...i..1.7..321	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_325
new_taxa..1...i..1.7..322	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_326
new_taxa..1...i..1.7..323	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_327
new_taxa..1...i..1.7..324	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	ASV_328
new_taxa..1...i..1.7..325	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	ASV_329
new_taxa..1...i..1.7..326	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_330
new_taxa..1...i..1.7..327	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	ASV_331
new_taxa..1...i..1.7..328	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_332
new_taxa..1...i..1.7..329	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_333
new_taxa..1...i..1.7..330	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	NA	ASV_334
new_taxa..1...i..1.7..331	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA	ASV_335
new_taxa..1...i..1.7..332	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	apodemus	ASV_336
new_taxa..1...i..1.7..333	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sartorii	ASV_337
new_taxa..1...i..1.7..334	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	ASV_338
new_taxa..1...i..1.7..335	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	neteri	ASV_339
new_taxa..1...i..1.7..336	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_340
new_taxa..1...i..1.7..337	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	NA	ASV_341
new_taxa..1...i..1.7..338	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_342
new_taxa..1...i..1.7..339	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_343
new_taxa..1...i..1.7..340	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	NA	ASV_344
new_taxa..1...i..1.7..341	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_345
new_taxa..1...i..1.7..342	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA	ASV_346
new_taxa..1...i..1.7..343	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_347
new_taxa..1...i..1.7..344	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA	ASV_348
new_taxa..1...i..1.7..345	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	ASV_349
new_taxa..1...i..1.7..346	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_350
new_taxa..1...i..1.7..347	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_351
new_taxa..1...i..1.7..348	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	ASV_352
new_taxa..1...i..1.7..349	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_353
new_taxa..1...i..1.7..350	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	ASV_354
new_taxa..1...i..1.7..351	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA	ASV_355
new_taxa..1...i..1.7..352	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	ASV_356
new_taxa..1...i..1.7..353	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA	ASV_357
new_taxa..1...i..1.7..354	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	ASV_358
new_taxa..1...i..1.7..355	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA	ASV_359
new_taxa..1...i..1.7..356	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_360
new_taxa..1...i..1.7..357	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_361
new_taxa..1...i..1.7..358	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	NA	ASV_362
new_taxa..1...i..1.7..359	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	ASV_363
new_taxa..1...i..1.7..360	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	johnsonii	ASV_364
new_taxa..1...i..1.7..361	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_365
new_taxa..1...i..1.7..362	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_366
new_taxa..1...i..1.7..363	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	ASV_367
new_taxa..1...i..1.7..364	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_368
new_taxa..1...i..1.7..365	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_369
new_taxa..1...i..1.7..366	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_370
new_taxa..1...i..1.7..367	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	NA	ASV_371
new_taxa..1...i..1.7..368	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	ASV_372
new_taxa..1...i..1.7..369	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_373
new_taxa..1...i..1.7..370	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_374
new_taxa..1...i..1.7..371	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_375
new_taxa..1...i..1.7..372	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	ASV_376
new_taxa..1...i..1.7..373	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	ASV_377
new_taxa..1...i..1.7..374	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	ASV_378
new_taxa..1...i..1.7..375	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	ASV_379
new_taxa..1...i..1.7..376	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_380
new_taxa..1...i..1.7..377	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	NA	ASV_381
new_taxa..1...i..1.7..378	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	ASV_382
new_taxa..1...i..1.7..379	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA	ASV_383
new_taxa..1...i..1.7..380	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	ASV_384
new_taxa..1...i..1.7..381	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	ASV_385
new_taxa..1...i..1.7..382	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	ASV_386
