host_ID,host_species,village,grid,season,latitude,longitude,elevation.obs,sex,mass,age_repro,age_dental
3948,Rattus rattus,Andatsakala,flooded_rice,3,-14.3944989703595,49.8865550011396,105.770850999999,male,96,2,NA
3950,Mus musculus,Andatsakala,village,3,-14.3983600102365,49.8865909595042,99.9972989999999,female,14,NA,NA
3952,Rattus rattus,Andatsakala,village,3,-14.397582,49.88512597,119.35936,male,106,2,NA
3956,Mus musculus,Andatsakala,flooded_rice,3,-14.3945660255849,49.8865010216832,104.476753,female,14.8,NA,NA
3957,Rattus rattus,Andatsakala,flooded_rice,3,-14.3948449753224,49.885757965967,104.729705999999,male,18,1,NA
3958,Mus musculus,Andatsakala,village,3,-14.3974830117076,49.8862010333687,119.353531,female,8.4,NA,NA
3959,Rattus rattus,Andatsakala,village,3,-14.3971700314432,49.882058026269,149.856445,female,76,2,NA
3960,Rattus rattus,Andatsakala,village,3,-14.3971700314432,49.882058026269,149.856445,male,65,2,NA
3961,Rattus rattus,Andatsakala,village,3,-14.39727698,49.88202902,181.357178,female,92,2,NA
3962,Rattus rattus,Andatsakala,village,3,-14.39727698,49.88202902,181.357178,male,62,1,NA
3963,Rattus rattus,Andatsakala,village,3,-14.3954359833151,49.8767780140042,259.761322,female,112,2,NA
3965,Mus musculus,Andatsakala,flooded_rice,3,-14.3943869881331,49.8865259997546,105.398833999999,male,11,NA,NA
3966,Rattus rattus,Andatsakala,flooded_rice,3,-14.3948210030794,49.8856670223176,104.363846,female,27,1,NA
3968,Rattus rattus,Andatsakala,village,3,-14.3973150383681,49.8862830083817,100.422752,male,76,2,NA
3969,Rattus rattus,Andatsakala,village,3,-14.3979300186038,49.8848050273954,115.092995,male,71,2,NA
3970,Rattus rattus,Andatsakala,village,3,-14.397582,49.88512597,119.35936,male,74,2,NA
3971,Rattus rattus,Andatsakala,village,3,-14.3971700314432,49.882058026269,149.856445,female,25,1,NA
3972,Rattus rattus,Andatsakala,village,3,-14.3971700314432,49.882058026269,149.856445,male,44,1,NA
3973,Rattus rattus,Andatsakala,village,3,-14.3971700314432,49.882058026269,149.856445,female,55,2,NA
3974,Rattus rattus,Andatsakala,village,3,-14.39727698,49.88202902,181.357178,female,51,2,NA
3975,Rattus rattus,Andatsakala,village,3,-14.39727698,49.88202902,181.357178,male,118,2,NA
3978,Rattus rattus,Andatsakala,flooded_rice,3,-14.394095968455,49.8857940081506,102.342995,female,99,2,NA
3979,Mus musculus,Andatsakala,village,3,-14.3983600102365,49.8865909595042,99.9972989999999,male,12.5,NA,NA
3980,Rattus rattus,Andatsakala,village,3,-14.3971700314432,49.882058026269,149.856445,female,42,1,NA
3981,Rattus rattus,Andatsakala,village,3,-14.39727698,49.88202902,181.357178,female,72,2,NA
3982,Rattus rattus,Andatsakala,village,3,-14.3954359833151,49.8767780140042,259.761322,female,92,2,NA
3986,Rattus rattus,Andatsakala,village,3,-14.39727698,49.88202902,181.357178,female,61,2,NA
3987,Rattus rattus,Andatsakala,village,3,-14.39727698,49.88202902,181.357178,male,82,2,NA
3988,Rattus rattus,Andatsakala,village,3,-14.39727698,49.88202902,181.357178,female,76,2,NA
3989,Mus musculus,Andatsakala,village,3,-14.3954359833151,49.8767780140042,259.761322,female,12.4,NA,NA
3990,Rattus rattus,Andatsakala,flooded_rice,3,-14.394095968455,49.8857940081506,102.342995,male,84,2,NA
3993,Mus musculus,Andatsakala,agroforest,3,-14.3955809902399,49.8762519657611,269.754577999999,male,15.5,NA,NA
3994,Mus musculus,Andatsakala,agroforest,3,-14.3952459655702,49.8766889981925,272.030884,male,12,NA,NA
3995,Rattus rattus,Andatsakala,agroforest,3,-14.3948889803141,49.8769319895654,277.132049999999,female,23,1,NA
3996,Rattus rattus,Andatsakala,agroforest,3,-14.3954700138419,49.8768129665404,262.229583999999,male,104,2,NA
3997,Rattus rattus,Andatsakala,agroforest,3,-14.3955499771982,49.8763819690793,269.056152,male,124,2,NA
3998,Rattus rattus,Andatsakala,agroforest,3,-14.3956580199301,49.8770309798419,246.077620999999,male,32,1,NA
3999,Rattus rattus,Andatsakala,agroforest,3,-14.3955809902399,49.8762519657611,269.754577999999,female,47,2,NA
4000,Mus musculus,Andatsakala,agroforest,3,-14.3955730274319,49.8768090270459,261.528167999999,male,11,NA,NA
4002,Rattus rattus,Andatsakala,village,3,-14.39839,49.88651,104,male,117,2,NA
4004,Rattus rattus,Andatsakala,village,3,-14.39826,49.88641,100,female,118,2,NA
4005,Rattus rattus,Andatsakala,agroforest,3,-14.3951230030506,49.8762079607695,279.481354,female,44,1,NA
4006,Rattus rattus,Andatsakala,agroforest,3,-14.3955369852483,49.8770820256322,246.312728999999,male,152,2,NA
4007,Rattus rattus,Andatsakala,agroforest,3,-14.3952240049839,49.8762480262666,276.231415,female,114,2,NA
4008,Rattus rattus,Andatsakala,agroforest,3,-14.3953369930386,49.8769609909504,263.480652,female,52,1,NA
4009,Mus musculus,Andatsakala,agroforest,3,-14.3953499849885,49.8766419757157,273.081604,female,8,NA,NA
4010,Mus musculus,Andatsakala,agroforest,3,-14.3950149603188,49.8765679635107,277.999115,female,8.1,NA,NA
4012,Rattus rattus,Andatsakala,village,3,-14.39747,49.8854,104,female,66,2,NA
4013,Rattus rattus,Andatsakala,village,3,-14.39826,49.88641,100,male,133,2,NA
4014,Rattus rattus,Andatsakala,village,3,-14.39839,49.88332,127,male,44,1,NA
4015,Rattus rattus,Andatsakala,village,3,-14.39839,49.88332,127,female,108,2,NA
4016,Rattus rattus,Andatsakala,village,3,-14.39771,49.88185,144,female,38,1,NA
4017,Rattus rattus,Andatsakala,village,3,-14.39771,49.88185,144,female,30,NA,NA
4018,Rattus rattus,Andatsakala,village,3,-14.39771,49.88182,133,female,38,1,NA
4019,Rattus rattus,Andatsakala,village,3,-14.39771,49.88182,133,male,23,2,NA
4021,Mus musculus,Andatsakala,agroforest,3,-14.3953789863735,49.87627803348,273.252899,male,17,NA,NA
4022,Rattus rattus,Andatsakala,agroforest,3,-14.3951299600303,49.8769970331341,268.757202,female,93,2,NA
4023,Rattus rattus,Andatsakala,village,3,-14.39839,49.88332,127,male,54,2,NA
4024,Rattus rattus,Andatsakala,village,3,-14.39839,49.88332,127,female,46,1,NA
4025,Rattus rattus,Andatsakala,village,3,-14.3982,49.8828,132,female,70,2,NA
4026,Rattus rattus,Andatsakala,village,3,-14.3982,49.8828,132,female,46,2,NA
4033,Rattus rattus,Andatsakala,village,3,-14.39772,49.88199,142,female,82,2,NA
4034,Rattus rattus,Andatsakala,village,3,-14.39771,49.88182,133,female,17,1,NA
4035,Rattus rattus,Andatsakala,village,3,-14.39839,49.88332,127,female,54,1,NA
4036,Rattus rattus,Andatsakala,agroforest,3,-14.3957769591361,49.8763709887862,257.410004,male,62,1,NA
4037,Rattus rattus,Andatsakala,village,3,-14.39771,49.88182,133,male,76,2,NA
